Wavelength,0.750,1.250,1.750,2.250,2.750,3.250,3.750,4.250,4.750,5.250,5.750,6.250,6.750,7.250,7.750,8.250,8.750,9.250,9.750,10.250,10.750,11.250,11.750,12.250,12.750,13.250,13.750,14.250,14.750,15.250,15.750,16.250,16.750,17.250,17.750,18.250,18.750,19.250,19.750
3.505000e+03,3.944596e-03,5.373551e-03,4.457248e-03,3.525276e-03,5.602629e-03,7.674606e-03,1.554063e-02,2.825016e-02,4.719522e-02,6.933358e-02,9.125714e-02,1.243232e-01,1.442971e-01,1.686778e-01,1.948436e-01,2.187397e-01,2.433050e-01,2.650449e-01,2.843414e-01,3.101974e-01,3.264917e-01,3.409559e-01,3.472884e-01,3.515289e-01,3.557946e-01,3.453570e-01,3.218487e-01,3.009587e-01,2.693575e-01,2.362407e-01,2.046035e-01,1.703926e-01,1.469067e-01,1.239371e-01,1.025928e-01,8.534358e-02,7.144779e-02,6.162426e-02,5.345133e-02
3.515000e+03,3.418072e-03,5.885857e-03,4.514674e-03,4.221700e-03,5.876098e-03,8.061474e-03,1.446097e-02,2.787858e-02,4.801572e-02,7.028527e-02,9.487303e-02,1.241204e-01,1.516614e-01,1.739481e-01,1.988346e-01,2.205576e-01,2.454588e-01,2.687765e-01,2.923190e-01,3.088146e-01,3.275844e-01,3.373629e-01,3.554371e-01,3.542676e-01,3.584072e-01,3.469592e-01,3.213471e-01,2.980976e-01,2.698244e-01,2.314975e-01,2.006208e-01,1.700111e-01,1.492545e-01,1.215417e-01,1.027881e-01,8.493320e-02,7.142962e-02,5.914326e-02,5.244625e-02
3.525000e+03,3.387987e-03,5.101263e-03,4.734707e-03,4.760065e-03,5.709240e-03,8.273022e-03,1.532792e-02,2.663123e-02,4.530838e-02,6.650283e-02,8.999948e-02,1.249535e-01,1.463721e-01,1.754975e-01,2.021312e-01,2.231261e-01,2.454202e-01,2.694246e-01,2.960908e-01,3.113177e-01,3.288293e-01,3.461996e-01,3.513593e-01,3.544639e-01,3.550050e-01,3.386971e-01,3.139643e-01,2.887314e-01,2.579149e-01,2.289346e-01,1.934827e-01,1.651928e-01,1.450652e-01,1.193459e-01,9.764691e-02,8.219136e-02,7.040858e-02,5.991289e-02,5.201888e-02
3.535000e+03,3.963973e-03,5.397916e-03,5.181304e-03,4.280742e-03,6.414866e-03,7.878770e-03,1.416990e-02,2.591657e-02,4.473271e-02,6.755832e-02,9.807524e-02,1.306565e-01,1.572286e-01,1.790518e-01,2.134562e-01,2.353366e-01,2.583772e-01,2.820016e-01,2.958595e-01,3.167260e-01,3.349998e-01,3.532268e-01,3.585192e-01,3.520731e-01,3.575195e-01,3.388203e-01,3.141055e-01,2.847644e-01,2.602105e-01,2.214444e-01,1.903541e-01,1.633618e-01,1.386644e-01,1.186742e-01,9.680690e-02,8.424886e-02,6.949873e-02,5.863321e-02,5.123460e-02
3.545000e+03,3.791076e-03,4.920956e-03,4.574117e-03,4.423607e-03,5.624755e-03,8.551317e-03,1.439569e-02,2.463859e-02,4.209054e-02,6.839817e-02,9.502629e-02,1.325626e-01,1.599190e-01,1.860718e-01,2.131087e-01,2.381511e-01,2.655952e-01,2.828994e-01,3.059494e-01,3.256961e-01,3.388619e-01,3.541051e-01,3.639895e-01,3.543950e-01,3.535290e-01,3.403561e-01,3.101783e-01,2.810075e-01,2.521625e-01,2.152838e-01,1.906051e-01,1.619538e-01,1.362371e-01,1.170820e-01,9.998251e-02,8.314197e-02,7.046103e-02,6.076623e-02,5.117529e-02
3.555000e+03,3.662607e-03,5.467827e-03,5.009546e-03,4.977437e-03,6.225394e-03,9.675837e-03,1.393028e-02,2.443213e-02,4.321332e-02,6.742265e-02,9.316684e-02,1.319990e-01,1.618151e-01,1.907304e-01,2.263736e-01,2.493385e-01,2.722732e-01,2.910768e-01,3.149164e-01,3.402399e-01,3.505361e-01,3.661587e-01,3.704341e-01,3.619478e-01,3.649016e-01,3.420798e-01,3.138272e-01,2.818335e-01,2.553354e-01,2.145527e-01,1.903824e-01,1.581626e-01,1.367842e-01,1.145890e-01,9.601861e-02,8.227402e-02,7.108491e-02,5.887379e-02,5.056456e-02
3.565000e+03,4.081548e-03,5.737410e-03,4.575301e-03,4.809145e-03,6.160811e-03,8.168715e-03,1.498456e-02,2.452088e-02,4.204996e-02,6.599286e-02,9.592108e-02,1.359835e-01,1.640457e-01,1.961939e-01,2.324796e-01,2.600579e-01,2.896822e-01,3.138603e-01,3.350244e-01,3.539398e-01,3.675664e-01,3.864404e-01,3.889760e-01,3.844178e-01,3.827764e-01,3.558245e-01,3.262103e-01,2.941895e-01,2.599407e-01,2.171735e-01,1.893923e-01,1.611175e-01,1.389144e-01,1.155044e-01,9.986132e-02,8.563537e-02,7.060791e-02,5.855479e-02,5.513524e-02
3.575000e+03,3.993258e-03,4.860621e-03,5.427206e-03,5.704432e-03,7.235474e-03,8.463062e-03,1.499670e-02,2.498837e-02,4.131733e-02,6.238998e-02,9.147135e-02,1.321112e-01,1.628886e-01,1.948241e-01,2.314969e-01,2.615852e-01,2.909259e-01,3.242510e-01,3.408660e-01,3.619788e-01,3.833447e-01,3.893364e-01,3.920252e-01,3.876757e-01,3.839761e-01,3.569635e-01,3.250491e-01,2.927671e-01,2.583872e-01,2.205882e-01,1.883569e-01,1.586982e-01,1.353221e-01,1.175113e-01,9.679348e-02,8.464454e-02,7.037243e-02,6.094458e-02,5.234239e-02
3.585000e+03,3.637832e-03,5.004572e-03,4.772067e-03,5.051174e-03,6.185700e-03,8.155767e-03,1.454903e-02,2.432898e-02,3.903990e-02,6.082445e-02,8.997866e-02,1.248660e-01,1.584180e-01,1.936213e-01,2.270434e-01,2.645953e-01,2.888746e-01,3.209976e-01,3.463525e-01,3.641689e-01,3.888507e-01,4.030126e-01,4.056652e-01,3.972022e-01,3.954709e-01,3.710887e-01,3.306747e-01,2.965337e-01,2.588273e-01,2.181851e-01,1.850738e-01,1.571162e-01,1.351198e-01,1.167262e-01,9.841437e-02,8.299367e-02,7.068278e-02,6.124986e-02,5.209512e-02
